id,name,post_code,city,street,us_code
us_2411,Urząd Skarbowy w Dąbrowie Górniczej,41-300,Dąbrowa Górnicza,Zygmunta Krasińskiego 33a,2411
us_2412,Pierwszy Urząd Skarbowy w Gliwicach,44-100,Gliwice,Góry Chełmskiej 15,2412
us_2413,Drugi Urząd Skarbowy w Gliwicach,44-100,Gliwice,Młodego Hutnika 2,2413
us_2414,Urząd Skarbowy w Jastrzębiu-Zdroju,44-335,Jastrzębie-Zdrój,11 Listopada 13,2414
us_2415,Urząd Skarbowy w Jaworznie,43-600,Jaworzno,Grunwaldzka 274,2415
us_2416,Pierwszy Urząd Skarbowy w Katowicach,40-063,Katowice,Żwirki i Wigury 17,2416
us_2417,Drugi Urząd Skarbowy w Katowicach,40-282,Katowice,Ignacego Paderewskiego 32b,2417
us_2418,Urząd Skarbowy w Kłobucku,42-100,Kłobuck,Rynek im Jana Pawła II 13,2418
us_2419,Urząd Skarbowy w Lublińcu,42-700,Lubliniec,Ignacego Paderewskiego 7b,2419
us_2420,Urząd Skarbowy w Mikołowie,43-190,Mikołów,Maksymiliana Hubera 4,2420
us_2421,Urząd Skarbowy w Mysłowicach,41-400,Mysłowice,Adama Mickiewicza 4,2421
us_2422,Urząd Skarbowy w Myszkowie,42-300,Myszków,Kazimierza Pułaskiego 68,2422
us_2423,Urząd Skarbowy w Piekarach Śląskich,41-940,Piekary Śląskie,Bytomska 92,2423
us_2424,Urząd Skarbowy w Pszczynie,43-200,Pszczyna,3 Maja 4,2424
us_2425,Urząd Skarbowy w Raciborzu,47-400,Racibórz,Stanisława Drzymały 32,2425
us_2426,Urząd Skarbowy w Rudzie Śląskiej,41-700,Ruda Śląska,Kokotek 6,2426
us_2427,Urząd Skarbowy w Rybniku,44-200,Rybnik,Plac Armii Krajowej 3,2427
us_2428,Urząd Skarbowy w Siemianowicach Śląskich,41-100,Siemianowice Śląskie,Gen. Karola Świerczewskiego 84,2428
us_2429,Urząd Skarbowy w Sosnowcu,41-200,Sosnowiec,3 Maja 20,2429
us_2430,Urząd Skarbowy w Tarnowskich Górach,42-600,Tarnowskie Góry,Opolska 23,2430
us_2431,Urząd Skarbowy w Tychach,43-100,Tychy,al. Niepodległości 60,2431
us_2432,Urząd Skarbowy w Wodzisławiu Śląskim,44-300,Wodzisław Śląski,Bartosza Głowackiego 4,2432
us_2433,Urząd Skarbowy w Zabrzu,41-800,Zabrze,Bytomska 2,2433
us_2434,Urząd Skarbowy w Zawierciu,42-400,Zawiercie,Leśna 8,2434
us_2435,Urząd Skarbowy w Żorach,44-240,Żory,Wodzisławska 1,2435
us_2436,Urząd Skarbowy w Żywcu,34-300,Żywiec,Krasińskiego 11,2436
us_3202,Urząd Skarbowy w Białogardzie,78-200,Białogard,Adama Mickiewicza 3,3202
us_3209,Urząd Skarbowy w Kołobrzegu,78-100,Kołobrzeg,Armii Krajowej 2,3209
us_3213,Urząd Skarbowy w Pyrzycach,74-200,Pyrzyce,1 Maja 16,3213
us_3215,Pierwszy Urząd Skarbowy w Szczecinie,70-217,Szczecin,Michała Drzymały 5,3215
us_3217,Trzeci Urząd Skarbowy w Szczecinie,70-783,Szczecin,Lucjana Rydla 65,3217
us_3218,Urząd Skarbowy w Szczecinku,78-400,Szczecinek,Adama Mickiewicza 13-14,3218
us_0201,Izba Skarbowa we Wrocławiu,53-333,Wrocław,"Powstańców Śląskich 24,26",201
us_0202,Urząd Skarbowy w Bolesławcu,59-700,Bolesławiec,Garncarska 10,202
us_0203,Urząd Skarbowy w Bystrzycy Kłodzkiej,57-500,Bystrzyca Kłodzka,Adama Mickiewicza 5,203
us_0204,Urząd Skarbowy w  Dzierżoniowie,58-200,Dzierżoniów,Pocztowa 14,204
us_0205,Urząd Skarbowy w Głogowie,67-200,Głogów,Adama Mickiewicza 53,205
us_0206,Urząd Skarbowy w Jaworze,59-400,Jawor,Jurija Gagarina 5,206
us_0207,Urząd Skarbowy w  Jeleniej Górze,58-500,Jelenia Góra,Wolności 121,207
us_0208,Urząd Skarbowy w Kamiennej Górze,58-400,Kamienna Góra,Papieża Jana Pawła II 18,208
us_0209,Urząd Skarbowy w  Kłodzku,57-300,Kłodzko,Walasiewiczówny 1,209
us_0210,Urząd Skarbowy w Legnicy,59-220,Legnica,Wrocławska 37,210
us_0211,Urząd Skarbowy w Lubaniu,59-800,Lubań,Stara 1,211
us_0212,Urząd Skarbowy w Lubinie ,59-300,Lubin,Marii Skłodowskiej Curie 94,212
us_0213,Urząd Skarbowy w Lwówku Śląskim,59-600,Lwówek Śląski,Budowlanych 1,213
us_0214,Urząd Skarbowy w Miliczu,56-300,Milicz,Składowa 2,214
us_0215,Urząd Skarbowy w  Nowej Rudzie,57-400,Nowa Ruda,Kolejowa 23,215
us_0216,Urząd Skarbowy w Oleśnicy,56-400,Oleśnica,Lwowska 34-38,216
us_0217,Urząd Skarbowy w Oławie ,55-200,Oława,Lwowska 1,217
us_0218,Urząd Skarbowy w Strzelinie,57-100,Strzelin,Bolka I Świdnickiego 14,218
us_0219,Urząd Skarbowy w Środzie Śląskiej,55-300,Środa Śląska,Oławska 5A ,219
us_0220,Urząd Skarbowy w Świdnicy,58-100,Świdnica,Marii Skłodowskiej Curie 1-3,220
us_0221,Urząd Skarbowy w Trzebnicy,55-100,Trzebnica,Prusicka 2,221
us_0222,Urząd Skarbowy w  Wałbrzychu,58-306,Wałbrzych,Uczniowska 21,222
us_0223,Urząd Skarbowy w Wołowie,56-100,Wołów,Tadeusza Kościuszki 17,223
us_0224,Urząd Skarbowy Wrocław - Fabryczna,53-238,Wrocław ,Ostrowskiego 5,224
us_0225,Urząd Skarbowy Wrocław - Krzyki,53-310,Wrocław,Sztabowa 100,225
us_0226,Urząd Skarbowy Wrocław - Psie Pole,50-231,Wrocław,Trzebnicka 33,226
us_0227,Urząd Skarbowy Wrocław - Stare Miasto,53-654,Wrocław,Inowrocławska 4,227
us_0228,Urząd Skarbowy Wrocław - Śródmieście,50-044,Wrocław,Marszałka Józefa Piłsudskiego 27-29,228
us_0229,Pierwszy Urząd Skarbowy we Wrocławiu ,50-515,Wrocław,Ks. Czesława Klimasa 34,229
us_0230,Urząd Skarbowy w  Ząbkowicach Śląskich,57-200,Ząbkowice Śląskie,Ludwika Waryńskiego 2a,230
us_0231,Urząd Skarbowy w Zgorzelcu,59-900,Zgorzelec,Bohaterów II Armii Wojska Polskiego 8b,231
us_0232,Urząd Skarbowy w Złotoryi,59-500,Złotoryja,Rynek 42,232
us_0233,Urząd skarbowy w Górze,56-200,Góra,Poznańska 4,233
us_0234,Urząd Skarbowy w Polkowicach,59-100,Polkowice,Zachodnia 10,234
us_0271,Dolnośląski Urząd Skarbowy we Wrocławiu,51-130,Wrocław,Żmigrodzka 141,271
us_0401,Izba Skarbowa w Bydgoszczy,85-950,Bydgoszcz,Dr. Emila Warmińskiego 18,401
us_0402,Urząd Skarbowy w Aleksandrowie Kujawskim ,87-700,Aleksandrów Kujawski ,Kościelna 18,402
us_0403,Urząd Skarbowy w Brodnicy,87-300,Brodnica,Gen. Władysława Sikorskiego 19,403
us_0404,Pierwszy Urząd Skarbowy w Bydgoszczy,85-950,Bydgoszcz,Fordońska 77,404
us_0405,Drugi Urząd Skarbowy w Bydgoszczy,85-822,Bydgoszcz,Wojska Polskiego 20B,405
us_0406,Trzeci Urząd Skarbowy w Bydgoszczy,85-032,Bydgoszcz,Tadeusza Rejtana 5,406
us_0407,Urząd Skarbowy w Chełmnie,86-200,Chełmno,Grudziądzka 6,407
us_0408,Urząd Skarbowy w Grudziądzu,86-300,Grudziądz,Droga Łąkowa 23,408
us_0409,Urząd Skarbowy w Inowrocławiu,88-100,Inowrocław,al. Niepodległości 5,409
us_0410,Urząd Skarbowy w Lipnie,87-600,Lipno,Stanisława Staszica 4,410
us_0411,Urząd Skarbowy w Mogilnie,88-300,Mogilno,900-lecia 20,411
us_0412,Urząd Skarbowy w Nakle nad Notecią,89-100,Nakło n. Notecią,Sądowa 8,412
us_0413,Urząd Skarbowy w Radziejowie,88-200,Radziejów,Rolnicza 6,413
us_0414,Urząd Skarbowy w Rypinie,87-500,Rypin,Dojazdowa 10,414
us_0415,Urząd Skarbowy w Świeciu ,86-100,Świecie,10 Lutego 16,415
us_0416,Pierwszy Urząd Skarbowy w Toruniu,87-100,Toruń,Szosa Chełmińska 34/36,416
us_0417,Drugi Urząd Skarbowy w Toruniu,87-100,Toruń,Mazowiecka 63/65,417
us_0418,Urząd Skarbowy w Tucholi,89-500,Tuchola,Plac Zamkowy 4,418
us_0419,Urząd Skarbowy w Wąbrzeźnie,87-200,Wąbrzeźno,Macieja Rataja 2,419
us_0420,Urząd Skarbowy we Włocławku,87-800,Włocławek,Stefana Okrzei 72B,420
us_0421,Urząd Skarbowy w Żninie,88-400 ,Żnin,Klemensa Janickiego 18,421
us_0422,Urząd Skarbowy w Golubiu-Dobrzyniu,87-400,Golub-Dobrzyń,Dr. Jerzego Gerarda Koppa 1A,422
us_0423,Urząd Skarbowy w Sępólnie Krajeńskim,89-400,Sępólno Krajeńskie,Tadeusza Kościuszki 22,423
us_0461,Biuro Krajowej Informacji Podatkowej w Toruniu,87-100,Toruń,Św. Jakuba 20 ,461
us_0471,Kujawsko-Pomorski Urząd Skarbowy w Bydgoszczy,85-236,Bydgoszcz,Grunwaldzka 50,471
us_0601,Izba Skarbowa w Lublinie,20-883   ,Lublin           ,Tadeusza Szeligowskiego 24,601
us_0602,Urząd Skarbowy w Białej Podlaskiej,21-500,Biała Podlaska,Prosta 19,602
us_0603,Urząd Skarbowy w Biłgoraju,23-400,Biłgoraj,Tadeusza Kościuszki 78,603
us_0604,Urząd Skarbowy w Chełmie,22-100,Chełm,Obłońska 20a,604
us_0605,Urząd Skarbowy w Hrubieszowie,22-500,Hrubieszów,27 Wołyńskiej Dywizji Piechoty AK 11,605
us_0606,Urząd Skarbowy w Janowie Lubelskim,23-300,Janów Lubelski,Wojska Polskiego 32,606
us_0607,Urząd Skarbowy w Krasnymstawie,22-300,Krasnystaw,Rzeczna 5,607
us_0608,Urząd Skarbowy w Kraśniku,23-200,Kraśnik,Tadeusza Kościuszki 5,608
us_0609,Urząd Skarbowy w Lubartowie,21-100,Lubartów,Legionów 55,609
us_0610,Pierwszy Urząd Skarbowy w Lublinie,20-027,Lublin,Sądowa 5,610
us_0611,Drugi Urząd Skarbowy w Lublinie,20-883,Lublin,Tadeusza Szeligowskiego 24,611
us_0612,Trzeci Urząd Skarbowy w Lublinie,20-016,Lublin,Prezydenta Gabriela Narutowicza 56,612
us_0613,Urząd Skarbowy w Łukowie,21-400,Łuków,Międzyrzecka 72a,613
us_0614,Urząd Skarbowy w Opolu Lubelskim,24-300,Opole Lubelskie,Józefa Piłsudskiego 12,614
us_0615,Urząd Skarbowy w Parczewie,21-200,Parczew,Żabia 2a,615
us_0616,Urząd Skarbowy w Puławach,24-100,Puławy,Władysława Grabskiego 4,616
us_0617,Urząd Skarbowy w Radzyniu Podlaskim,21-300,Radzyń Podlaski,Lubelska 1,617
us_0618,Urząd Skarbowy w Tomaszowie Lubelskim,22-600,Tomaszów Lubelski,Rolnicza 17,618
us_0619,Urząd Skarbowy we Włodawie,22-200,Włodawa,Rynek 9,619
us_0620,Urząd Skarbowy w Zamościu,22-400,Zamość,Jana Kilińskiego 82,620
us_0621,Urząd Skarbowy w Łęcznej,21-010,Łęczna,Jana Pawła II 95,621
us_0622,Urząd Skarbowy w Rykach,08-500,Ryki,Leona Wyczółkowskiego 10a,622
us_0671,Lubelski Urząd Skarbowy w Lublinie,20-883,Lublin,Tadeusza Szeligowskiego 24,671
us_0801,Izba Skarbowa w Zielonej Górze,65-454,Zielona Góra,Gen. Władysława Sikorskiego 2,801
us_0802,Urząd Skarbowy w Gorzowie Wlkp.,66-400,Gorzów Wlkp.,Jagiellończyka 10,802
us_0803,Urząd Skarbowy w Krośnie Odrz.,66-600,Krosno Odrzańskie,Obrońców Stalingradu 3,803
us_0804,Urząd Skarbowy w Międzyrzeczu,66-300,Międzyrzecz,Rynek 3,804
us_0805,Urząd Skarbowy w Nowej Soli,67-100,Nowa Sól,Stanisława Staszica 1,805
us_0806,Urząd Skarbowy w Słubicach,69-100,Słubice,Wojska Polskiego 155,806
us_0807,Urząd Skarbowy w Świebodzinie,66-200,Świebodzin,Jana III Sobieskiego 6,807
us_0808,Pierwszy Urząd Skarbowy w Zielonej Górze,65-054,Zielona Góra,Dr. Pieniężnego 24,808
us_0809,Drugi Urząd Skarbowy w Zielonej Górze,65-054,Zielona Góra,Dr. Pieniężnego 24,809
us_0810,Urząd Skarbowy w Żaganiu,68-100,Żagań,X- Lecia 26,810
us_0811,Urząd Skarbowy w Żarach,68-200,Żary,Osadników Wojskowych 3-4,811
us_0812,Urząd Skarbowy w Drezdenku,66-530,Drezdenko,Pierwszej Brygady 21,812
us_0813,Urząd Skarbowy w Sulęcinie,69-200,Sulęcin,Daszyńskiego 47,813
us_0814,Urząd Skarbowy we Wschowie,67-400,Wschowa,Zielony Rynek 7,814
us_0871,Lubuski Urząd Skarbowy w Zielonej Górze,65-054,Zielona Góra,Dr. Pieniężnego 24,871
us_1001,Izba Skarbowa w Łodzi,90-436,Łódź,Aleja Kościuszki 83,1001
us_1002,Urząd Skarbowy w Bełchatowie,97-400,Bełchatów,Józefa Piłsudskiego 18,1002
us_1003,Urząd Skarbowy w Brzezinach,95-060,Brzeziny,Sienkiewicza 16,1003
us_1004,Urząd Skarbowy w Głownie,95-015,Głowno,Ludwika Norblina 2,1004
us_1005,Urząd Skarbowy w Kutnie,99-300,Kutno,Dr. Antoniego Troczewskiego 12,1005
us_1006,Urząd Skarbowy w Łasku,98-100,Łask,9 Maja 31,1006
us_1007,Urząd Skarbowy w Łowiczu,99-400,Łowicz,Józefa Chełmońskiego 2,1007
us_1008,Pierwszy Urząd Skarbowy Łódź - Bałuty,91-066,Łódź,Zachodnia 47,1008
us_1009,Drugi Urząd Skarbowy Łódź - Bałuty,91-222,Łódź,Św. Teresy od Dzieciątka Jezus 105,1009
us_1010,Pierwszy Urząd Skarbowy Łódź - Górna,93-578,Łódź,Gen. Walerego Wróblewskiego 10,1010
us_1011,Drugi Urząd Skarbowy Łódź - Górna,93-578,Łódź,Gen. Walerego Wróblewskiego 10a,1011
us_1012,Urząd Skarbowy Łódź - Polesie,90-646 ,Łódź,6 Sierpnia 84/86,1012
us_1013,Urząd Skarbowy Łódź - Śródmieście,90-019,Łódź,Dowborczyków 9/11,1013
us_1014,Urząd Skarbowy Łódź - Widzew,92-312,Łódź,Papiernicza 7,1014
us_1015,Urząd Skarbowy w Opocznie,26-300,Opoczno,Piotrkowska 14,1015
us_1016,Urząd Skarbowy w Pabianicach,95-200,Pabianice,Zamkowa 26,1016
us_1017,Urząd Skarbowy w Piotrkowie Trybunalskim,97-300,Piotrków Trybunalski,Wronia 65,1017
us_1018,Urząd Skarbowy w Poddębicach,99-200,Poddębice,Narutowicza 12,1018
us_1019,Urząd Skarbowy w Radomsku,97-500,Radomsko,Mickiewicza 4,1019
us_1020,Urząd Skarbowy w Rawie Mazowieckiej,96-200,Rawa Mazowiecka,Juliusza Słowackiego 4,1020
us_1021,Urząd Skarbowy w Sieradzu,98-200,Sieradz,Spółdzielcza 3,1021
